Title,Date,Category,Link,Agency
Three Miami Residents Indicted for Alleged Roles in $190 Million Medicare Fraud Scheme,2014-01-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-miami-residents-indicted-for-alleged-roles-in-190-million-medicare-fraud-scheme/,U.S. Department of Justice
Medicaid Fraud Arrest Announced,2014-01-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/medicaid-fraud-arrest-announced/,Arkansas Attorney General
"Claiborne County Medical Center Agreed to Pay $25,000 for Allegedly Violating the Patient Dumping Statute by Failing to Provide an Adequate Medical Screening Examination",2014-02-07,CMP and Affirmative Exclusions and EMTALA/Patient Dumping,https://oig.hhs.gov/fraud/enforcement/claiborne-county-medical-center-agreed-to-pay-25000-for-allegedly-violating-the-patient-dumping-statute-by-failing-to-provide-an-adequate-medical-screening-examination/,No agency found
Car Repair Shop Owner and His Son Admit To Drug Trafficking and Armed Commercial Burglaries,2014-02-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/car-repair-shop-owner-and-his-son-admit-to-drug-trafficking-and-armed-commercial-burglaries/,U.S. Attorney
Prince Frederick Physician Admits To Illegal Drug Distribution and Health Care Fraud Scheme,2014-02-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/prince-frederick-physician-admits-to-illegal-drug-distribution-and-health-care-fraud-scheme/,U.S. Attorney
Orange County Speech Therapist Arrested for Medicaid Fraud,2014-02-07,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/orange-county-speech-therapist-arrested-for-medicaid-fraud/,Florida Attorney General
Four Charged With TennCare Fraud In Humphreys Round-Up,2014-02-07,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/four-charged-with-tenncare-fraud-in-humphreys-round-up/,Tennessee Department of Finance & Administration
Two Women Charged With TennCare Fraud In Hawkins Co.,2014-02-07,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-women-charged-with-tenncare-fraud-in-hawkins-co/,Tennessee Department of Finance & Administration
Former Hospital CFO Charged with Health Care Fraud,2014-02-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-hospital-cfo-charged-with-health-care-fraud/,U.S. Attorney
Houston Man Sentenced in Multi-State Health Care Fraud Scheme,2014-02-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-man-sentenced-in-multi-state-health-care-fraud-scheme/,U.S. Attorney
Salem Pharmacist Sentenced To Two Years in Prison for Health Care Fraud,2014-02-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/salem-pharmacist-sentenced-to-two-years-in-prison-for-health-care-fraud/,U.S. Attorney
"AG Gansler Recovers $20,000 in Settlement with Rite Aid of Maryland",2014-02-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-gansler-recovers-20000-in-settlement-with-rite-aid-of-maryland/,Maryland Attorney General
Camden County Man Pleads Guilty to Distributing Prescription Narcotics to Undercover Investigator,2014-02-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/camden-county-man-pleads-guilty-to-distributing-prescription-narcotics-to-undercover-investigator/,New Jersey Attorney General
A.G. Schneiderman Announces Guilty Plea By Long Island Senior Center Aide For Attempting To Steal More Than $10k From An 88-Year-Old Woman In Her Care,2014-02-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-guilty-plea-by-long-island-senior-center-aide-for-attempting-to-steal-more-than-10k-from-an-88-year-old-woman-in-her-care/,New York Attorney General
Davidson Co. Woman Charged With TennCare Drug Fraud,2014-02-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/davidson-co-woman-charged-with-tenncare-drug-fraud-4/,Tennessee Department of Finance & Administration
"Lauderdale Co. Woman Charged With TennCare, Food Stamp Fraud",2014-02-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/lauderdale-co-woman-charged-with-tenncare-food-stamp-fraud/,Tennessee Department of Finance & Administration
Two Women Charged With TennCare Fraud In Lauderdale Co.,2014-02-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-women-charged-with-tenncare-fraud-in-lauderdale-co/,Tennessee Department of Finance & Administration
"Abilene Dentist Sentenced to 18 Months in Federal Prison and Ordered to Pay Nearly $58,000 in Restitution in Medicaid Fraud Scheme",2014-02-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/abilene-dentist-sentenced-to-18-months-in-federal-prison-and-ordered-to-pay-nearly-58000-in-restitution-in-medicaid-fraud-scheme/,U.S. Attorney
"Husband, Wife and Business Associate Charged with Health Care Fraud",2014-02-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/husband-wife-and-business-associate-charged-with-health-care-fraud/,U.S. Attorney
Manhattan U.S. Attorney Announces Charges Against Owner Of Bronx Clinic And 23 Other Individuals Involved In Illegal Distribution Of More Than Five Million Oxycodone Pills,2014-02-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-us-attorney-announces-charges-against-owner-of-bronx-clinic-and-23-other-individuals-involved-in-illegal-distribution-of-more-than-five-million-oxycodone-pills/,U.S. Attorney
A.G. Schneiderman Announces $250k Settlement With NY Foundling Hospital For Overbilling Medicaid,2014-02-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-250k-settlement-with-ny-foundling-hospital-for-overbilling-medicaid/,New York Attorney General
Davidson Co. Woman Charged With TennCare Drug Fraud,2014-02-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/davidson-co-woman-charged-with-tenncare-drug-fraud-5/,Tennessee Department of Finance & Administration
Home Health Agency Owner Sentenced for Role in $11 Million Detroit Medicare Fraud Scheme,2014-01-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-agency-owner-sentenced-for-role-in-11-million-detroit-medicare-fraud-scheme/,U.S. Department of Justice
Tennessee and Virginia Orthopedic Clinics to Pay $1.85 Million to Settle Allegations of Billing Medicare for Reimported Products,2014-01-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tennessee-and-virginia-orthopedic-clinics-to-pay-185-million-to-settle-allegations-of-billing-medicare-for-reimported-products/,U.S. Department of Justice
Owners of Durable Medical Equipment Companies Sentenced To 54 Months in Prison for Their Roles in a Multi-Million Dollar Health Care Fraud Scheme,2014-01-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owners-of-durable-medical-equipment-companies-sentenced-to-54-months-in-prison-for-their-roles-in-a-multi-million-dollar-health-care-fraud-scheme/,U.S. Attorney
Home Health Agency Owner and Director of Nursing Indicted,2014-01-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-agency-owner-and-director-of-nursing-indicted/,U.S. Department of Justice
Owner of Houston Medical Equipment Companies Indicted for $3.4 Million Medicare Fraud Scheme,2014-01-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-houston-medical-equipment-companies-indicted-for-34-million-medicare-fraud-scheme/,U.S. Department of Justice
"Millcreek Township School District Agrees to Pay Government $350,000 to Resolve Allegation of Improper Medicaid Reimbursement",2014-01-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/millcreek-township-school-district-agrees-to-pay-government-350000-to-resolve-allegation-of-improper-medicaid-reimbursement/,U.S. Attorney
"Marysville Nurse Indicted in $200,000 Medicaid Fraud Scheme",2014-01-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/marysville-nurse-indicted-in-200000-medicaid-fraud-scheme/,Ohio Attorney General
Sumner Co. Woman Charged With Doctor Shopping,2014-01-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/sumner-co-woman-charged-with-doctor-shopping/,Tennessee Department of Finance & Administration
King County woman sentenced in Medicaid Fraud case,2014-01-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/king-county-woman-sentenced-in-medicaid-fraud-case/,Washington Attorney General
Idaho Man Found Guilty Of Failure to Pay Legal Child Support,2014-01-17,Child Support and Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/idaho-man-found-guilty-of-failure-to-pay-legal-child-support/,U.S. Attorney
Former Owners of Murfreesboro Ambulance Service Sentenced To Federal Prison for Defrauding Medicare,2014-01-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-owners-of-murfreesboro-ambulance-service-sentenced-to-federal-prison-for-defrauding-medicare/,U.S. Attorney
Kadoka Man Sentenced For Destruction of Government Property,2014-01-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kadoka-man-sentenced-for-destruction-of-government-property/,U.S. Attorney
Miami Patient Recruiter Pleads Guilty for Role in $190 Million Medicare Fraud Scheme,2014-01-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-patient-recruiter-pleads-guilty-for-role-in-190-million-medicare-fraud-scheme/,U.S. Department of Justice
Nationwide Contract Therapy Providers to Pay $30 Million to Resolve False Claims Act Allegations,2014-01-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nationwide-contract-therapy-providers-to-pay-30-million-to-resolve-false-claims-act-allegations/,U.S. Department of Justice
Manhattan Physician Pleads Guilty To Unlawfully Prescribing Prescription Drugs,2014-01-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-physician-pleads-guilty-to-unlawfully-prescribing-prescription-drugs/,U.S. Attorney
"Wilson County woman ordered to repay $50,000 for Medicaid Fraud",2014-01-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/wilson-county-woman-ordered-to-repay-50000-for-medicaid-fraud/,Kansas Attorney General
A.G. Schneiderman Announces Conviction Of Rochester Man Who Earned More Than $115k Posing As Optometrist And Ophthalmic Dispenser,2014-01-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-conviction-of-rochester-man-who-earned-more-than-115k-posing-as-optometrist-and-ophthalmic-dispenser/,New York Attorney General
Cocke County Woman Charged 2nd Time With TennCare Fraud,2014-01-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/cocke-county-woman-charged-2nd-time-with-tenncare-fraud-2/,Tennessee Department of Finance & Administration
Brotherly Love Ambulance EMT Pleads Guilty to Health Care Fraud Scheme,2014-01-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/brotherly-love-ambulance-emt-pleads-guilty-to-health-care-fraud-scheme/,U.S. Attorney
A.G. Schneiderman Announces Settlement With Health Care Insurer For Wrongfully Denying Mental Health Treatment Claims,2014-01-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-settlement-with-health-care-insurer-for-wrongfully-denying-mental-health-treatment-claims/,New York Attorney General
Attorney General Bondi's Medicaid Fraud Control Unit Announces Arrest of Gainesville Woman,2014-01-14,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bondis-medicaid-fraud-control-unit-announces-arrest-of-gainesville-woman/,Florida Attorney General
A.G. Schneiderman Announces Guilty Plea Of Nurse Who Abused Elderly Patient,2014-01-14,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-guilty-plea-of-nurse-who-abused-elderly-patient/,New York Attorney General
San Fernando Valley Woman Pleads Guilty to Federal Charges in $25 Million Health Care Fraud Case,2014-01-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/san-fernando-valley-woman-pleads-guilty-to-federal-charges-in-25-million-health-care-fraud-case/,U.S. Attorney
United States Settles Action against New York City Department of Education for Submitting False Claims to Medicaid for Psychological Services to Special Education Students,2014-01-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-settles-action-against-new-york-city-department-of-education-for-submitting-false-claims-to-medicaid-for-psychological-services-to-special-education-students/,U.S. Attorney
Government Intervenes In Lawsuits against Health Management Associates Inc. Hospital Chain Alleging Unnecessary Inpatient Admissions and Payment of Kickbacks,2014-01-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/government-intervenes-in-lawsuits-against-health-management-associates-inc-hospital-chain-alleging-unnecessary-inpatient-admissions-and-payment-of-kickbacks/,U.S. Department of Justice
"Elim Care Agreed to Pay $11,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Excluded Individuals",2014-01-13,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/elim-care-agreed-to-pay-11000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-excluded-individuals/,No agency found
"Spanish Fork Nursing and Rehabilitation Center Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2014-01-13,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/spanish-fork-nursing-and-rehabilitation-center-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,No agency found
A.G. Schneiderman Announces Settlement With Health Insurer Over Excessive Copays For Customers In Rochester Area,2014-01-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-settlement-with-health-insurer-over-excessive-copays-for-customers-in-rochester-area/,New York Attorney General
Hardin Co. Woman Charged 2nd Time with TennCare Fraud,2014-01-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/hardin-co-woman-charged-2nd-time-with-tenncare-fraud/,Tennessee Department of Finance and Administration
Centreville Woman Sentenced For Health Care Fraud,2014-01-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/centreville-woman-sentenced-for-health-care-fraud/,U.S. Attorney
McAllen Area Ambulance Company Owner Charged with Multiple Health Care Fraud Allegations,2014-01-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mcallen-area-ambulance-company-owner-charged-with-multiple-health-care-fraud-allegations/,U.S. Attorney
Former HealthEssentials Solutions Inc. Executives To Pay More Than $1 Million To Resolve Allegations Of Submitting False Claims To Federal Health Care Program,2014-01-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-healthessentials-solutions-inc-executives-to-pay-more-than-1-million-to-resolve-allegations-of-submitting-false-claims-to-federal-health-care-program/,U.S. Department of Justice
Attorney General Bondi's Office Announces Medicaid Fraud Conviction,2014-01-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bondis-office-announces-medicaid-fraud-conviction/,Florida Attorney General
Attorney General Pam Bondi's Office Arrests Two Marion County Residents for Battery of Person 65 Years or Older,2014-01-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-pam-bondis-office-arrests-two-marion-county-residents-for-battery-of-person-65-years-or-older/,Florida Attorney General
Caldwell Couple Sentenced in Medicaid Fraud,2014-01-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/caldwell-couple-sentenced-in-medicaid-fraud/,Idaho Attorney General
Schuette Announces Felony Charges Against 11 In-Home Care Workers for Medicaid Abuse,2014-01-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/schuette-announces-felony-charges-against-11-in-home-care-workers-for-medicaid-abuse/,Michigan Attorney General
A.G. Schneiderman Announces $40m Settlement Resolving Fraud Allegations Against Health Care Giant Carefusion,2014-01-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-40m-settlement-resolving-fraud-allegations-against-health-care-giant-carefusion/,New York Attorney General
Brotherly Love Ambulance EMT Charged In Health Care Fraud Scheme,2014-01-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/brotherly-love-ambulance-emt-charged-in-health-care-fraud-scheme/,U.S. Attorney
"Pharmacist Charged With Paying More Than $50,000 in Kickbacks to Doctor for Prescription Referrals",2014-01-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-charged-with-paying-more-than-50000-in-kickbacks-to-doctor-for-prescription-referrals/,U.S. Attorney
Southern California Doctor Sentenced to over 3 Years in Prison for Medicare Fraud Scheme,2014-01-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/southern-california-doctor-sentenced-to-over-3-years-in-prison-for-medicare-fraud-scheme/,U.S. Attorney
"Total Care Services to Pay $187,500 to Resolve False Claims Allegations Company, a D.C. Medicaid Provider, Was Accused of Billing for Services without Proper Documentation",2014-01-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/total-care-services-to-pay-187500-to-resolve-false-claims-allegations-company-a-dc-medicaid-provider-was-accused-of-billing-for-services-without-proper-documentation/,U.S. Attorney
Home Health Care Company Pays $500K in Fraud Settlement,2014-01-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/home-health-care-company-pays-500k-in-fraud-settlement/,Maryland Attorney General
AG Gansler Secures Settlement from Baltimore County Dentist - Owner of Baltimore city practice must repay $25K to Medicaid program,2014-01-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-gansler-secures-settlement-from-baltimore-county-dentist-owner-of-baltimore-city-practice-must-repay-25k-to-medicaid-program/,Maryland Attorney General
"Northland Retirement Community Agreed to Pay $12,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2014-01-02,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/northland-retirement-community-agreed-to-pay-12000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,No agency found
State Comptroller's Office Seeks to Bar Three New Jersey Health Care Facilities from the Medicaid Program,2014-01-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/state-comptrollers-office-seeks-to-bar-three-new-jersey-health-care-facilities-from-the-medicaid-program/,New Jersey Office of State Comptroller
Oklahoma City Counselor Sentenced to Prison for Medicaid Fraud,2014-01-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/oklahoma-city-counselor-sentenced-to-prison-for-medicaid-fraud/,Oklahoma Attorney General
Colorado Health Care Organization and One of Its Montana Hospitals to Pay $3.85 Million for Allegedly Providing Financial Benefits to Referring Physicians and Physician Groups,2013-12-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/colorado-health-care-organization-and-one-of-its-montana-hospitals-to-pay-385-million-for-allegedly-providing-financial-benefits-to-referring-physicians-and-physician-groups/,U.S. Department of Justice
Kentucky Geriatric Care CEO Agreed to Be Excluded for 3 Years for Causing the Submission of Claims for Services Provided to Beneficiaries in Assisted Living Facilities When Services Were Allegedly Provided in the Beneficiaries’ Homes,2013-12-30,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/kentucky-geriatric-care-ceo-agreed-to-be-excluded-for-3-years-for-causing-the-submission-of-claims-for-services-provided-to-beneficiaries-in-assisted-living-facilities-when-services-were-allegedly-provided-in-the-beneficiaries-homes/,No agency found
Marshall Co. Woman Charged with TennCare Fraud,2013-12-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/marshall-co-woman-charged-with-tenncare-fraud-2/,Tennessee Department of Finance & Administration
Abbott Laboratories Pays U.S. $5.475 Million to Settle Claims That Company Paid Kickbacks to Physicians,2013-12-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/abbott-laboratories-pays-us-5475-million-to-settle-claims-that-company-paid-kickbacks-to-physicians/,U.S. Department of Justice
Rural/Metro to Pay $2.8 Million to Resolve False Claims Allegations,2013-12-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ruralmetro-to-pay-28-million-to-resolve-false-claims-allegations/,U.S. Attorney
Anesthesiologist Pleads Guilty To Unlawfully Distributing Oxycodone,2013-12-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/anesthesiologist-pleads-guilty-to-unlawfully-distributing-oxycodone/,U.S. Attorney
Caregiver Charged With Medicaid Fraud,2013-12-24,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/caregiver-charged-with-medicaid-fraud/,Vermont Attorney General
Humana Agreed to Pay $1.8 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Prescription Drug Event Claims that Improperly Claimed Sales Tax,2013-12-23,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/humana-agreed-to-pay-18-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-prescription-drug-event-claims-that-improperly-claimed-sales-tax/,No agency found
Two Miami Women Sentenced to Ten Years in Prison for Conspiring to Pay Healthcare Kickbacks,2013-12-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-miami-women-sentenced-to-ten-years-in-prison-for-conspiring-to-pay-healthcare-kickbacks/,U.S. Attorney
"Havasu Regional Medical Center Agreed to Pay $510,000 for Allegedly Violating the Civil Monetary Penalties Law by Providing Remuneration in the Form of Below Market Value Office Space and Employee Services",2013-12-23,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/havasu-regional-medical-center-agreed-to-pay-510000-for-allegedly-violating-the-civil-monetary-penalties-law-by-providing-remuneration-in-the-form-of-below-market-value-office-space-and-employee-services/,No agency found
Local Doctor Pleads Guilty in Misbranding Drugs Case,2013-12-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/local-doctor-pleads-guilty-in-misbranding-drugs-case/,U.S. Attorney
Pair Sentenced On Health Care Related False Statement Charges,2013-12-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pair-sentenced-on-health-care-related-false-statement-charges/,U.S. Attorney
"Genzyme Corp. to Pay $22.28 Million to Resolve False Claims Allegations Related to ""Slurry"" Used in Patients",2013-12-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/genzyme-corp-to-pay-2228-million-to-resolve-false-claims-allegations-related-to-slurry-used-in-patients/,U.S. Department of Justice
Justice Department Recovers $3.8 Billion from False Claims Act Cases in Fiscal Year 2013,2013-12-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-recovers-38-billion-from-false-claims-act-cases-in-fiscal-year-2013/,U.S. Department of Justice
Patient Recruiter and Therapy Staffing Company Owner Sentenced for Roles in $7 Million Health Care Fraud Scheme,2013-12-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/patient-recruiter-and-therapy-staffing-company-owner-sentenced-for-roles-in-7-million-health-care-fraud-scheme/,U.S. Department of Justice
Unlicensed Miami Clinic Nurse Convicted at Trial and Sentenced for Role in $11 Million HIV Infusion Fraud Scheme,2013-12-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/unlicensed-miami-clinic-nurse-convicted-at-trial-and-sentenced-for-role-in-11-million-hiv-infusion-fraud-scheme/,U.S. Department of Justice
Tipton Co. Woman Charged with TennCare Doctor Shopping,2013-12-20,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/tipton-co-woman-charged-with-tenncare-doctor-shopping-3/,Tennessee Department of Finance & Administration
"East Los Angeles Dialysis Center Agreed to Pay $56,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2013-12-19,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/east-los-angeles-dialysis-center-agreed-to-pay-56000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,No agency found
Health Care Clinic Owner Sentenced for Role in $7 Million Medicare Fraud Scheme,2013-12-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/health-care-clinic-owner-sentenced-for-role-in-7-million-medicare-fraud-scheme/,U.S. Department of Justice
Tennessee Cardiologist to Pay $1.15 Million to Settle Allegations That He Performed Medically Unnecessary Heart Procedures,2013-12-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tennessee-cardiologist-to-pay-115-million-to-settle-allegations-that-he-performed-medically-unnecessary-heart-procedures/,U.S. Department of Justice
"Palm Drive Hospital Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims with the Wrong Rendering Physicians and Failing to Meet Provider-Based Requirements",2013-12-19,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/palm-drive-hospital-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-with-the-wrong-rendering-physicians-and-failing-to-meet-provider-based-requirements/,No agency found
"Attorney General Bondi Announces Arrest of Miami Woman for More Than $395,000 in Medicaid Fraud",2013-12-19,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bondi-announces-arrest-of-miami-woman-for-more-than-395000-in-medicaid-fraud/,Florida Attorney General
Warren Co. Woman Charged With TennCare Doctor Shopping,2013-12-19,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/warren-co-woman-charged-with-tenncare-doctor-shopping-2/,Tennessee Department of Finance & Administration
New Jersey Doctor Admits Taking Bribes in Test-Referrals Scheme with New Jersey Clinical Lab,2013-12-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-jersey-doctor-admits-taking-bribes-in-test-referrals-scheme-with-new-jersey-clinical-lab/,U.S. Attorney
Two Area Women Head to Federal Prison in Home Health Services Conspiracy,2013-12-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-area-women-head-to-federal-prison-in-home-health-services-conspiracy/,U.S. Attorney
South Florida Man Pleads Guilty for Role in $10.5 Million Medicare Fraud Scheme,2013-12-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-florida-man-pleads-guilty-for-role-in-105-million-medicare-fraud-scheme/,U.S. Department of Justice
Little Rock Woman Convicted Of Medicaid Fraud,2013-12-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/little-rock-woman-convicted-of-medicaid-fraud/,Arkansas Attorney General
Seven Individuals Charged With Medicaid Fraud Related To In Home/Community-Based And Personal Care Services That Were Not Provided,2013-12-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/seven-individuals-charged-with-medicaid-fraud-related-to-in-homecommunity-based-and-personal-care-services-that-were-not-provided/,Vermont Attorney General
Lake Charles Doctor Sentenced To 12 Months In Prison For Health Care Fraud,2013-12-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lake-charles-doctor-sentenced-to-12-months-in-prison-for-health-care-fraud/,U.S. Attorney
"Morris County, N.J., Doctor Admits Taking Cash Kickbacks for Patient Referrals",2013-12-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/morris-county-nj-doctor-admits-taking-cash-kickbacks-for-patient-referrals/,U.S. Attorney
New Jersey Ophthalmologist Admits Lying To Federal Agents during Fraud Investigation about Reuse of Lucentis Vials,2013-12-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-jersey-ophthalmologist-admits-lying-to-federal-agents-during-fraud-investigation-about-reuse-of-lucentis-vials/,U.S. Attorney
Houston Doctor Indicted for Her Alleged Role in $158 Million Medicare Fraud Scheme,2013-12-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-doctor-indicted-for-her-alleged-role-in-158-million-medicare-fraud-scheme/,U.S. Department of Justice
A.G. Schneiderman Announces Settlement With North Country Medicaid Provider,2013-12-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-settlement-with-north-country-medicaid-provider/,New York Attorney General
"Ronald Goldberg, MD and Haverhill Family Practice Agreed to Pay $162,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Were Not Rendered",2013-12-16,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/ronald-goldberg-md-and-haverhill-family-practice-agreed-to-pay-162000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-were-not-rendered/,No agency found
